[TRACE][30/03/2023 01:20:48] [SORTED LIST ALLOCATOR] Allocator successfully created.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
[WARNING][30/03/2023 01:20:49] [SORTED LIST ALLOCATOR] No available memory.
